CRN,Campus Description,Course Title,Subject Course,Faculty Name,Course Description,Term,Begin Time,End Time,Days,Prerequisites
35414,Boston,Recitation for CS 3000,CS3001,"Nguyen, Huy",Accompanies CS 3000. Provides students with additional opportunities to ask questions and engage with course material.,Spring 2025,1145,1250,Thursday,[]
41608,Boston,Recitation for CS 3000,CS3001,"Nguyen, Huy",Accompanies CS 3000. Provides students with additional opportunities to ask questions and engage with course material.,Spring 2025,0800,0905,Thursday,[]
30292,Boston,Introduction to Databases,CS3200,"Gatterbauer, Wolfgang","Studies the design of a database for use in a relational database management system. The entity-relationship model and normalization are used in problems. Relational algebra and then the SQL (structured query language) are presented. Advanced topics include triggers, stored procedures, indexing, elementary query optimization, and fundamentals of concurrency and recovery. Students implement a database schema and short application programs on one or more commercial relational database management systems.",Spring 2025,1145,1325,"Monday, Thursday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '2500'}, {'and_or': 'Or', 'subject': 'Data Science', 'course_number': '2000'}, {'and_or': 'Or', 'subject': 'Electrical and Comp Engineerng', 'course_number': '2560'}]"
31978,Online,Introduction to Databases,CS3200,"Rachlin, John","Studies the design of a database for use in a relational database management system. The entity-relationship model and normalization are used in problems. Relational algebra and then the SQL (structured query language) are presented. Advanced topics include triggers, stored procedures, indexing, elementary query optimization, and fundamentals of concurrency and recovery. Students implement a database schema and short application programs on one or more commercial relational database management systems.",Spring 2025,1335,1515,"Tuesday, Friday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '2500'}, {'and_or': 'Or', 'subject': 'Data Science', 'course_number': '2000'}, {'and_or': 'Or', 'subject': 'Electrical and Comp Engineerng', 'course_number': '2560'}]"
37173,Online,Introduction to Databases,CS3200,"Rachlin, John","Studies the design of a database for use in a relational database management system. The entity-relationship model and normalization are used in problems. Relational algebra and then the SQL (structured query language) are presented. Advanced topics include triggers, stored procedures, indexing, elementary query optimization, and fundamentals of concurrency and recovery. Students implement a database schema and short application programs on one or more commercial relational database management systems.",Spring 2025,1525,1705,"Tuesday, Friday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '2500'}, {'and_or': 'Or', 'subject': 'Data Science', 'course_number': '2000'}, {'and_or': 'Or', 'subject': 'Electrical and Comp Engineerng', 'course_number': '2560'}]"
37174,"Oakland, CA",Introduction to Databases,CS3200,"Bayat, Akram","Studies the design of a database for use in a relational database management system. The entity-relationship model and normalization are used in problems. Relational algebra and then the SQL (structured query language) are presented. Advanced topics include triggers, stored procedures, indexing, elementary query optimization, and fundamentals of concurrency and recovery. Students implement a database schema and short application programs on one or more commercial relational database management systems.",Spring 2025,0845,1025,"Monday, Thursday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '2500'}, {'and_or': 'Or', 'subject': 'Data Science', 'course_number': '2000'}, {'and_or': 'Or', 'subject': 'Electrical and Comp Engineerng', 'course_number': '2560'}]"
39793,"Oakland, CA",Introduction to Databases,CS3200,"Monge, Alvaro","Studies the design of a database for use in a relational database management system. The entity-relationship model and normalization are used in problems. Relational algebra and then the SQL (structured query language) are presented. Advanced topics include triggers, stored procedures, indexing, elementary query optimization, and fundamentals of concurrency and recovery. Students implement a database schema and short application programs on one or more commercial relational database management systems.",Spring 2025,1500,1640,"Tuesday, Thursday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '2500'}, {'and_or': 'Or', 'subject': 'Data Science', 'course_number': '2000'}, {'and_or': 'Or', 'subject': 'Electrical and Comp Engineerng', 'course_number': '2560'}]"
40194,Online,Introduction to Databases,CS3200,"Ithier, Carter","Studies the design of a database for use in a relational database management system. The entity-relationship model and normalization are used in problems. Relational algebra and then the SQL (structured query language) are presented. Advanced topics include triggers, stored procedures, indexing, elementary query optimization, and fundamentals of concurrency and recovery. Students implement a database schema and short application programs on one or more commercial relational database management systems.",Spring 2025,1450,1630,Thursday,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '2500'}, {'and_or': 'Or', 'subject': 'Data Science', 'course_number': '2000'}, {'and_or': 'Or', 'subject': 'Electrical and Comp Engineerng', 'course_number': '2560'}]"
41222,Boston,Introduction to Databases,CS3200,"Fontenot, Mark","Studies the design of a database for use in a relational database management system. The entity-relationship model and normalization are used in problems. Relational algebra and then the SQL (structured query language) are presented. Advanced topics include triggers, stored procedures, indexing, elementary query optimization, and fundamentals of concurrency and recovery. Students implement a database schema and short application programs on one or more commercial relational database management systems.",Spring 2025,0800,0905,"Monday, Wednesday, Thursday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '2500'}, {'and_or': 'Or', 'subject': 'Data Science', 'course_number': '2000'}, {'and_or': 'Or', 'subject': 'Electrical and Comp Engineerng', 'course_number': '2560'}]"
30304,Boston,Object-Oriented Design,CS3500,"Nunez, Lucia","Presents a comparative approach to object-oriented programming and design. Discusses the concepts of object, class, meta-class, message, method, inheritance, and genericity. Reviews forms of polymorphism in object-oriented languages. Contrasts the use of inheritance and composition as dual techniques for software reuse: forwarding vs. delegation and subclassing vs. subtyping. Fosters a deeper understanding of the principles of object-oriented programming and design including software components, object-oriented design patterns, and the use of graphical design notations such as UML (unified modeling language). Basic concepts in object-oriented design are illustrated with case studies in application frameworks and by writing programs in one or more object-oriented languages.",Spring 2025,1030,1135,"Monday, Wednesday, Thursday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '2510'}, {'and_or': 'Or', 'subject': 'Electrical and Comp Engineerng', 'course_number': '2560'}]"
34181,Boston,Lab for CS 3500,CS3501,"Nunez, Lucia",Accompanies CS 3500. Covers topics from the course and provides students with additional opportunities to engage with course material.,Spring 2025,1525,1705,Monday,[]
37027,Boston,Lab for CS 3500,CS3501,"Nunez, Lucia",Accompanies CS 3500. Covers topics from the course and provides students with additional opportunities to engage with course material.,Spring 2025,1715,1855,Monday,[]
31979,Boston,Programming in C++,CS3520,"Cooper, Seth","Examines how to program in C++ in a robust and safe manner. Reviews basics, including scoping, typing, and primitive data structures. Discusses data types (primitive, array, structure, class, string); addressing/parameter mechanisms (value, pointer, reference); stacks; queues; linked lists; binary trees; hash tables; and the design of classes and class inheritance, emphasizing single inheritance. Considers the instantiation of objects, the trade-offs of stack vs. heap allocation, and the design of constructors and destructors. Emphasizes the need for a strategy for dynamic memory management. Addresses function and operator overloading; templates, the Standard Template Library (STL), and the STL components (containers, generic algorithms, iterators, adaptors, allocators, function objects); streams; exception handling; and system calls for processes and threads.",Spring 2025,1145,1325,"Monday, Thursday","[{'and_or': '', 'subject': 'Computer Science', 'course_number': '2510'}, {'and_or': 'Or', 'subject': 'Data Science', 'course_number': '2500'}]"
31297,Online,Game Programming,CS3540,"Yildirim, Caglar","Introduces the different subsystems used to create a 3D game, including rendering, animation, collision, physics, audio, trigger systems, game logic, behavior trees, and simple artificial intelligence. Offers students an opportunity to learn the inner workings of game engines and how to use multiple libraries such as physics and graphics libraries to develop a game. Discusses graphics pipeline, scene graph, level design, behavior scripting, object-oriented game design, world editors, and game scripting languages.",Spring 2025,,,,"[{'and_or': '', 'subject': 'Computer Science', 'course_number': '2500'}, {'and_or': 'Or', 'subject': 'Art - Design', 'course_number': '2260'}, {'and_or': 'Or', 'subject': 'Art - Design', 'course_number': '2262'}]"
